EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
730634,HUMBOLDT CO.,EUREKA,01/25/2018,1640,Tornado, ,EF0,0,0,100,0,CA,PST-8, ,122042,C,23,EKA,0,0,County Official, ,0.04,30,0.67,NNE,0.67,NNE,EUREKA,01/25/2018,1640,40.8081,-124.1631,40.8081,-124.1631,"A waterspout over Humboldt Bay moved inland across Woodley Island. A boat anemometer measured a wind speed of 54 mph associated with the brief tornado. In addition, a fiber glass case snapped on a dock. The path length was estimated to be 200 feet, and the width was approximately 30 yards.","An upper-level storm system moved east across northwest California, resulting in high elevation snow, coastal hail, and a tornado.",11
731511,FRESNO CO.,PARLIER,02/12/2018,1130,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,122095,C,19,HNX,0,0,Broadcast Media, ,0.3,20,3.37,N,3.23,W,REEDLEY AIRPORT,02/12/2018,1132,36.6685,-119.5134,36.6699,-119.5082,"A tornado briefly touched down in rural farmland between Riverbend Ave. and Goodfellow Ave. southeast of Sanger and was captured on video and relayed to the NWS by a media source.","High pressure brought a prolonged period of unseasonably warm temperatures to begin February as temperatures were 10 degrees or more above seasonal normals across much of the are for the first 10 days of the month. A low pressure system dropping into the Great Basin on the 10th brought a period of increased winds to the Kern County Mountains and Deserts during the late morning and early afternoon as strong mid level winds mixed down to the surface where there were numerous reports of gusts between 45 and 50 mph. Another trough pushed through the Great Basin on the evening of the 11th through the morning of the 12th which pushed a cold front through Central California and brought another period of increased winds to the area and there were several reports of wind gusts between 50 and 55 mp in the Kern County Mountains and Deserts. this system also brought some light precipitation to the area with amounts generally less than a tenth of an inch of liquid precipitation in post-frontal showers on the 12th. A weak tornado briefly touched down in rural farmland near Sanger during the late morning of the 12th.",12
739885,INYO CO.,BISHOP,03/03/2018,1302,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,123388,C,27,VEF,0,0,Public, ,0.1,10,2.36,NNW,2.36,NNW,BISHOP,03/03/2018,1310,37.402,-118.395,37.402,-118.395,"There were several public reports of a landspout tornado.  Additional information was gathered from the local newspaper in Bishop California.","A brief landspout tornado formed north of Bishop, CA.  There were multiple independent reports with video.",13
747045,YUBA CO.,ARBOGA,03/21/2018,1740,Tornado, ,EF0,0,0,1000,0,CA,PST-8, ,124503,C,115,STO,0,0,Law Enforcement, ,1,30,3.02,ESE,3.02,ESE,ARBOGA,03/21/2018,1745,39.03,-121.52,39.03,-121.52,"Tornado touchdown observed by Yuba County deputies at Yuba County. Minor damage was observed, including ripped tarps and objects knocked over. Another touchdown was observed and videoed in an open field, about a mile to the north. No damage was observed at the second touchdown location.","Torrential rain from an atmospheric river with locally heavy convective showers brought flash flooding to portions of the northern Sierra and Motherlode foothills. The heaviest flooding was in Groveland, where 4-5 of rain fell, combining with 8-9 of rain in higher elevations upstream. There was also widespread damage in Tuolumne County to roads from debris flows, soil erosion, erosion of water conveyance systems, sewer systems that were inundated with excess water and debris. Roads damaged inluded state Highways 49 and 132. Moccasin Dam was damaged and came close to failure, with  road closures. A tornado struck an amphitheater in Wheatland and caused minor damage. Heavy snow caused travel problems over Sierra highways.",14
738025,TULARE CO.,YETTEM,03/22/2018,1449,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,123057,C,107,HNX,0,0,Storm Chaser, ,1.19,20,0.45,NNW,0.81,NW,SEVILLE,03/22/2018,1450,36.4864,-119.2519,36.4881,-119.2306,"A storm chaser intercepted a small tornado between Yettem and Seville on State Route 201. The tornado was on the ground for a minute or less and no damage was reported.","A warm plume of moist tropical air brought a very active period of weather to the area between the evening of March 20 and the evening of March 22. This resulted in widespread heavy rainfall across the area on March 21 and 22 which produced flooding at many locations with rock slides and debris flows closing several roads across the area. The most impacted areas being around Mariposa as a result of the Detwiler Fire burn scar and Springville as a result of the Pier Fire burn scar. In addition, thunderstorms developed during the afternoon of March 22 producing flash flooding at many locations as well as funnel clouds. A Flash Flood Emergency was issued for most of western Mariposa County where several buildings were flooded and some areas were evacuated. A small tornado briefly touched down near Dinuba in Tulare County. In addition, several feet of new snow fell above 9000 feet. Below the snow line, much of the Southern Sierra Nevada measured between 4 and 8 inches of rainfall while most of the San Joaquin Valley picked up between 1 and 3 inches of rainfall.",15
782665,RIVERSIDE CO.,ANZA,08/16/2018,1400,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,130797,C,65,SGX,0,0,Public, ,0.24,2,0.91,NNW,1.01,NNW,ANZA,08/16/2018,1430,33.5624,-116.6855,33.5622,-116.6897,"Public reports of a landspout tornado northwest of Anza, CA. No injuries or damages were reported.","Monsoonal moisture moved into Southern California on August 15th and resulted in numerous showers and thunderstorms across the region. Heavy rain fell in the San Diego County Mountains on August 15th, and became more widespread on August 16th and 17th. Mount Laguna picked up 3.20 inches of rainfall on August 17th. Numerous areas of flash flooding and debris flows were reported throughout Southern California, particularly in the Riverside and San Bernardino County mountain areas. A landspout tornado was reported in the Anza Valley associated with a severe thunderstorm. No injuries or major damages were reported.",16
795947,SANTA CRUZ CO.,SANTA CRUZ,01/06/2019,1159,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,133020,C,87,MTR,0,0,NWS Storm Survey, ,0.07,6.67,1.77,SW,1.77,SW,SANTA CRUZ,01/06/2019,1204,36.96,-122.04,36.96,-122.04,"Waterspout moved onshore along West Cliff Drive, just west of Woodrow Ave. As it moved onshore, it picked up a construction sign, and tossed it into the mailbox across the street. It also topped two agave cacti in the driveway, before hitting two trees, stripping several small and large limbs off of these trees before dissipating.","A vigorous cold front swept through California on January 5th bringing widespread rainfall and gusty winds. Unstable air behind the frontal passage and sufficient low level shear allowed shallow thunderstorms to develop over the coastal waters, some of which contained rotating cells. Two waterspouts developed and made landfall as tornadoes on the 6th. Additionally, heavy rainfall and strong winds caused roadway flooding, minor debris flows, and numerous downed trees across the region. This storm system caused two fatalities; one caused by a downed tree in Berkeley and another man died in Santa Rosa Creek due to rising waters.",17
796257,SANTA CRUZ CO.,SANTA CRUZ,01/06/2019,1219,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,133020,C,87,MTR,0,0,NWS Storm Survey, ,0.54,6.67,1.6,S,1.6,S,SANTA CRUZ,01/06/2019,1220,36.9569,-122.0181,36.9569,-122.0181,"Waterspout crossed the Santa Cruz Wharf, striking the Dolphin Restaurant and removing approximately 35 percent of its roof. The tornado also moved several picnic tables a few feet from their original position. The Dolphin general manager said that it felt like an earthquake struck the building at the peak of the lunch hour, but that the tornado dissipated shortly after striking the wharf.","A vigorous cold front swept through California on January 5th bringing widespread rainfall and gusty winds. Unstable air behind the frontal passage and sufficient low level shear allowed shallow thunderstorms to develop over the coastal waters, some of which contained rotating cells. Two waterspouts developed and made landfall as tornadoes on the 6th. Additionally, heavy rainfall and strong winds caused roadway flooding, minor debris flows, and numerous downed trees across the region. This storm system caused two fatalities; one caused by a downed tree in Berkeley and another man died in Santa Rosa Creek due to rising waters.",18
793391,FRESNO CO.,ACADEMY,01/17/2019,1520,Tornado, ,EF1,0,0,500000,0,CA,PST-8, ,132587,C,19,HNX,0,0,Public, ,0.25,20,3.22,SSW,2.85,SSW,ACADEMY,01/17/2019,1525,36.84,-119.56,36.8403,-119.544,"A tornado was determined by radar and observed by public and media. Submitted video indicated damage to a building and showed the tornado which touched down near the intersection of Herndon Ave. and Academy Ave. east of Clovis. The tornado was rated EF1 based on official NWS storm survey.","A strong low pressure system with a deep moisture fetch pushed into central California during the afternoon of January 16 and brought moderate to heavy precipitation along with strong winds to much of the area through the afternoon of January 17. Several reports of roadway flooding were received during the morning of January 17 when the heaviest precipitation occurred. Flash flooding and debris flows were reported in the Ferguson Fire burn area in Mariposa County and State Route 140 was closed for over 11 hours. The precipitation turned to showers and isolated thunderstorms during the afternoon of January 17. One thunderstorm produced a tornado east of Clovis which was rated as EF-1 following a storm survey of the damage it produced. Most of the San Joaquin Valley and Kern County Deserts picked up between half an inch to an inch of rain while the Southern Sierra Nevada had 2 to 4 inches of liquid precipitation and the Kern County Mountains had 1.5 to 3 inches of liquid precipitation. The precipitation mainly fell as snow above 7000 feet where several locations in the higher elevations of the Southern Sierra Nevada above 7000 feet picked up 10 to 20 inches of new snowfall. There were also several reports of post-frontal wind gusts exceeding 50 mph in the Kern County Mountains and Deserts while a few low impact indicator sites had gusts exceeding 65 mph.",19
808421,COLUSA CO.,STEGEMAN,02/02/2019,1538,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,134879,C,11,STO,0,0,Trained Spotter, ,0.1,20,1.6,E,1.71,E,STEGEMAN,02/02/2019,1543,39.35,-122,39.3514,-121.9981,"On February 2, 2019 there was a brief tornado touchdown at the Sacramento River National Wildlife Refuge north of Colusa. A weather spotter took a video of the touchdown, which occurred in a wetlands area. No damage was reported.","A cold storm brought blizzard conditions in the mountains and severe thunderstorms with weak tornadoes, hail, flooding in the Central Valley. There was very heavy mountain snow, especially in the Sierra, with storm total snow accumulations to 6 to 8 feet. The heavy snow coupled with strong winds brought whiteout conditions and shut down major mountain roads such as I80. Snow accumulations with this cold storm extended down through the foothills, causing tens of thousands of homes to lose power and many schools to close.",20
795410,MARIPOSA CO.,BEN HUR,02/02/2019,1555,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,132944,C,43,HNX,0,0,NWS Storm Survey, ,0.19,25,1.77,NW,1.66,NNW,BEN HUR,02/02/2019,1600,37.37,-119.97,37.3702,-119.9665,"A National Weather Service Storm Survey confirmed that a weak EF 0 tornado had touched down near the intersection of Ben Hur Road and Beach Road south of Mariposa.","A strong upper low pressure system approached the central California coast during the morning of February 2. Ahead of the low, strong southerly winds impacted the Grapevine area along Interstate 5 for much of the morning. By late morning the strong winds spread northward into the Bakersfield area where there were numerous reports of downed trees and wind damage. As the main low moved inland during the day, moderate to heavy precipitation spread into area and produced several instances of roadway and nuisance flooding. Scattered thunderstorms brought additional rainfall and small hail to the San Joaquin Valley and southern Sierra foothills during the late afternoon. One thunderstorm produced a brief small tornado south of Mariposa. Several stations in the San Joaquin Valley picked up over an inch of rain while several stations in the mountains measured  between 2 and 5 inches of liquid precipitation. The precipitation fell mainly as snow above 5000 feet where heavy snowfall was reported at several stations and several feet of new snowfall was estimated at several SNOTELS from this storm and the following storm which moved through the area on February 4 and 5.",21
