EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
598822,MIAMI-DADE CO.,RICHMOND HGTS,10/07/2015,1615,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,99871,C,86,MFL,0,0,Public, , , ,2,NE,2,NE,RICHMOND HGTS,10/07/2015,1615,25.6432,-80.3501,25.6432,-80.3501,"Heavy rain resulted in barely passable streets in the Falls area of Miami-Dade, especially along SW 97th Avenue and SW 136th Street near the Falls Shopping Center. Nearby rain gauges measured between 3 and 5 inches of rain in only a few hours.","A remnant frontal boundary lingering over South Florida led to scattered showers and thunderstorms during the day. The slow moving storms lingered across locations in Miami-Dade and Broward counties, producing locally heavy rainfall and roadway flooding.",11
598823,BROWARD CO.,LIGHTHOUSE PT,10/07/2015,1915,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,99871,C,11,MFL,0,0,Trained Spotter, , , ,1,WNW,1,WNW,LIGHTHOUSE PT,10/07/2015,1915,26.2749,-80.1411,26.2749,-80.1411,"Flooding along Sample Road between I-95 and Powerline Road with around 6 inches of water on the roadway.","A remnant frontal boundary lingering over South Florida led to scattered showers and thunderstorms during the day. The slow moving storms lingered across locations in Miami-Dade and Broward counties, producing locally heavy rainfall and roadway flooding.",12
598824,BROWARD CO.,POMPANO BEACH HIGHLN,10/07/2015,1915,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,99871,C,11,MFL,0,0,Trained Spotter, , , ,1,SE,1,SE,POMPANO BEACH HIGHLN,10/07/2015,1915,26.29,-80.11,26.29,-80.11,"Road flooding resulted in the closure of NE 48th Street between NE 3rd Avenue and North Dixie Highway in Pompano Beach. Nearby rain gauges measured between 3 and 4 inches of rain in a short time.","A remnant frontal boundary lingering over South Florida led to scattered showers and thunderstorms during the day. The slow moving storms lingered across locations in Miami-Dade and Broward counties, producing locally heavy rainfall and roadway flooding.",13
598827,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/08/2015,600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Local Official, , , , , , , , ,10/08/2015,715, , , , ,"Miami Beach officials reported tidal flooding along Indian Creek Drive (A1A) at 29th street with the morning high tide. Additional flooding was reported at Dade Avenue and Purdy Avenue.","Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.",14
598832,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/08/2015,1815,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Law Enforcement, , , , , , , , ,10/08/2015,1959, , , , ,"Tidal flooding resulted in closure of Indian Creek Drive (A1A) between 27th Street and 41st Street with the evening high tide. The road was reopened at 859 PM EDT.","Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.",15
598828,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/09/2015,600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/09/2015,800, , , , ,"Tidal flooding resulted in closure of Indian Creek Drive (A1A) between 27th Street and 41st Street with the morning high tide.","Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.",16
598834,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/09/2015,615,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/09/2015,615, , , , ,"Parking lots of the Haulover Marina inundated during the morning high tide.","Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.",17
599801,ST. LUCIE CO.,ANCONA,10/11/2015,1445,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,100129,C,111,MLB,0,0,Public, , , ,2,SW,2,SW,ANCONA,10/11/2015,1445,27.31,-80.31,27.31,-80.31,"A citizen spotted a funnel cloud from the Savanna Club Mobile Home Park in Port St. Lucie.","A citizen spotted a funnel cloud over Port St. Lucie during the afternoon. During the early evening, a law enforcement officer observed a funnel cloud near the Brevard-Indian River County line.",18
599797,BREVARD CO.,MICCO,10/11/2015,1810,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,100129,C,9,MLB,0,0,Law Enforcement, , , ,4,S,4,S,MICCO,10/11/2015,1810,27.83,-80.51,27.83,-80.51,"A funnel cloud was briefly sighted by local law enforcement approximately four miles south of Barefoot Bay, near the Brevard-Indian River County line.","A citizen spotted a funnel cloud over Port St. Lucie during the afternoon. During the early evening, a law enforcement officer observed a funnel cloud near the Brevard-Indian River County line.",19
598846,BROWARD CO.,HOLLYWOOD,10/13/2015,1635,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,99874,C,11,MFL,0,0,NWS Employee, , , ,1,SE,1,SE,HOLLYWOOD,10/13/2015,1635,26.01,-80.14,26.01,-80.14,"NWS employee reported 6 to 8 inches of standing water on side streets south of Hollywood Blvd and east of US1 in Hollywood. Many roads were near impassable.","A stalled frontal boundary across South Florida brought scattered slow moving showers and storms during the afternoon hours that produced minor flooding across portions of Broward and Miami-Dade counties.",20
598849,MIAMI-DADE CO.,KEY BISCAYNE,10/13/2015,1730,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,99874,C,86,MFL,0,0,Fire Department/Rescue, , , ,3,ENE,3,ENE,KEY BISCAYNE,10/13/2015,1730,25.69,-80.17,25.69,-80.17,"Fire rescue provided pictures that showed street flooding along West Enid Drive and Glenridge Road just east of the Key Biscayne K8 Center. Water was generally curb height with a few areas higher than curb.","A stalled frontal boundary across South Florida brought scattered slow moving showers and storms during the afternoon hours that produced minor flooding across portions of Broward and Miami-Dade counties.",21
602453,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/25/2015,630,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/25/2015,1000, , , , ,"High tide flooding in Matheson Hammock Park resulted in ankle deep water in the parking lot, beach, and picnic areas as well as swamped a normally separated man-made lagoon. Water reached up to the local beach front restaurant but did not enter the building. Flood waters receded after 1030am. Information from ABC Local 10. Flooding also occurred again on October 26 and 27th.","A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",22
602452,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/25/2015,635,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,10/25/2015,900, , , , ,"The southbound lane of A1A - Indian Creek Drive - was closed between 31st and 32nd street due to flooding with the morning high tide. Reports received via social media and Miami Beach Emergency Management.","A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",23
606161,COASTAL ESCAMBIA (ZONE), ,10/26/2015,600,Coastal Flood, , ,0,0,0,0,FL,CST-6, ,101323,Z,2,MOB,0,0,Broadcast Media, , , , , , , , ,10/27/2015,0, , , , ,"High surf and strong winds resulted in significant coastal flooding in the Ft. Pickens area. Sands drifts as high as 5 feet were left in the wake of the flood waters on portions of Ft. Pickens Rd.","The remnants of Hurricane Patricia and an upper level storm system resulted in the development of a strong non tropical low over the northwest Gulf of Mexico. The low produced a long duration of strong southerly winds, which produced minor coastal flooding a high surf along portions of the western Florida Panhandle coast.",24
602454,COASTAL BROWARD COUNTY (ZONE), ,10/26/2015,800,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,172,MFL,0,0,Broadcast Media, , , , , , , , ,10/26/2015,1000, , , , ,"Several locations along Las Olas Blvd flooded with the morning high tide. Water was reported to be knee deep in several locations with traffic down to one lane in many areas along the roadway. A few cars became stuck in the floodwaters along Las Olas Blvd with water encroaching on at least one home near the water. Portion of the nearby Birch State Park along the intracoastal were also flooded and inaccessible. Time based on local high tide. Information from WPLG and social media.","A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",25
604438,COASTAL SANTA ROSA (ZONE), ,10/26/2015,954,High Wind,50.00, ,0,0,0,0,FL,CST-6,EG,101013,Z,4,MOB,0,0,Broadcast Media, , , , , , , , ,10/26/2015,954, , , , ,"Navarre beach pier closed due to high winds.","A strong non-tropical low pressure system moved over the area causing gusty winds and minor coastal flooding.",26
603139,COASTAL PALM BEACH COUNTY (ZONE), ,10/27/2015,700,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,168,MFL,0,0,Newspaper, , , , , , , , ,10/27/2015,830, , , , ,"Tidal flooding along Marine Way in Delray Beach.","A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",27
602456,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/27/2015,730,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/27/2015,930, , , , ,"Coastal flooding resulted in at least six inches of water for at least two blocks near the intersection of NW 105th street and NE 10th Ave in Miami Shores. Time base don local high tide.","A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",28
602260,COASTAL DUVAL (ZONE), ,10/27/2015,1012,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100601,Z,125,JAX,0,0,Other Federal Agency, , , , , , , , ,10/27/2015,1211, , , , ,"At 9:12 am local time, the tide gage at Mayport measured a water level of 3.91 ft above NAVD88 datum. Minor coastal flooding typically begins at 3.8 ft. At 11 am local time, the tide gage at the Main Street Bridge in downtown Jacksonville measured a water level of 2.13 ft above NAVD88 datum. Minor coastal flooding typically begins at 2.0 ft.","A full moon on Oct. 27th produced higher than normal astronomical tides and combined with moderate onshore flow created minor coastal flooding and beach erosion around the times of high tide.  Water level departures along the St. Johns River basin were up to 1.5 ft above predicted levels and up to 0.75 ft above predictions along the Atlantic coast.",29
602261,COASTAL NASSAU (ZONE), ,10/27/2015,1018,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100601,Z,124,JAX,0,0,Other Federal Agency, , , , , , , , ,10/27/2015,1018, , , , ,"The tide gage at Fernandina Beach measured at water level of 5.18 ft above NAVD88 datum. Minor coastal flooding typically begins at 4.8 ft.","A full moon on Oct. 27th produced higher than normal astronomical tides and combined with moderate onshore flow created minor coastal flooding and beach erosion around the times of high tide.  Water level departures along the St. Johns River basin were up to 1.5 ft above predicted levels and up to 0.75 ft above predictions along the Atlantic coast.",30
602457,COASTAL PALM BEACH COUNTY (ZONE), ,10/28/2015,830,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,168,MFL,0,0,Broadcast Media, , , , , , , , ,10/28/2015,830, , , , ,"Water spilled over the sea wall at high tide along Wavecrest Way along Lake Boca Raton and covered the street.","A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",31
602459,MIAMI-DADE CO.,NORTH MIAMI BEACH,10/28/2015,1438,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,100665,C,86,MFL,0,0,Public, , , ,1,N,1,N,NORTH MIAMI BEACH,10/28/2015,1438,25.94,-80.18,25.94,-80.18,"A funnel cloud was reported southeast of I-95 and south of NE 183rd Street.","Scattered showers developed during the afternoon as deep moisture streamed across South Florida ahead of a stalled frontal boundary over the Gulf of Mexico. A brief funnel cloud was reported near the beach as a band of showers moved offshore.",32
601710,WALTON CO.,CANEY CREEK,11/01/2015,1800,Flash Flood, , ,0,0,0,0,FL,CST-6, ,100480,C,131,TAE,0,0,Law Enforcement,Heavy Rain, , ,1,N,1,NE,CANEY CREEK,11/01/2015,1900,30.9,-86.2,30.9042,-86.1881,"Six to twelve inches of water was flowing over the road at Highway 2 in the Caney Creek area.  This also contributed to a car accident according to the Walton County Sheriff's facebook page.","A cold front moved into the tri-state area with heavy rainfall and some severe weather.  In northwest Florida, an EF1 tornado touched down in Washington county with other straight line wind damage in Jackson county.  In addition, some flooding occurred in Walton county with over 6 inches of rain measured.",33
601712,WALTON CO.,EUCHEEANNA,11/01/2015,1800,Flood, , ,0,0,0,0,FL,CST-6, ,100480,C,131,TAE,0,0,Law Enforcement,Heavy Rain, , ,2,W,3,WNW,EUCHEEANNA,11/02/2015,1430,30.64,-86.08,30.6571,-86.0793,"A long duration of moderate to heavy rainfall resulted in flooding along West Indian Creek Ranch Road.  The West Indian Creek Ranch Road bridge was underwater and the road was closed.","A cold front moved into the tri-state area with heavy rainfall and some severe weather.  In northwest Florida, an EF1 tornado touched down in Washington county with other straight line wind damage in Jackson county.  In addition, some flooding occurred in Walton county with over 6 inches of rain measured.",34
601715,WALTON CO.,EUCHEEANNA,11/01/2015,2030,Flood, , ,0,0,0,0,FL,CST-6, ,100480,C,131,TAE,0,0,Law Enforcement,Heavy Rain, , ,2,SW,2,SW,EUCHEEANNA,11/02/2015,1430,30.6261,-86.0596,30.6167,-86.0607,"Sherwood Road at Red Hill Road was closed due to flooding from a long duration of moderate to heavy rainfall.","A cold front moved into the tri-state area with heavy rainfall and some severe weather.  In northwest Florida, an EF1 tornado touched down in Washington county with other straight line wind damage in Jackson county.  In addition, some flooding occurred in Walton county with over 6 inches of rain measured.",35
601716,WALTON CO.,LIBERTY,11/01/2015,2030,Flood, , ,0,0,0,0,FL,CST-6, ,100480,C,131,TAE,0,0,Law Enforcement,Heavy Rain, , ,1,S,2,SSW,LIBERTY,11/02/2015,1430,30.8009,-86.2061,30.7985,-86.2205,"Raley Road at Dr Nelson Road was closed due to flooding from a long duration of moderate to heavy rainfall.","A cold front moved into the tri-state area with heavy rainfall and some severe weather.  In northwest Florida, an EF1 tornado touched down in Washington county with other straight line wind damage in Jackson county.  In addition, some flooding occurred in Walton county with over 6 inches of rain measured.",36
601711,WALTON CO.,CANEY CREEK,11/02/2015,715,Flash Flood, , ,0,0,10000,0,FL,CST-6, ,100480,C,131,TAE,0,0,Law Enforcement,Heavy Rain, , ,2,S,2,SSW,CANEY CREEK,11/02/2015,815,30.86,-86.2,30.8604,-86.2084,"The road was washed out at Harrison Road and Brown Road.  Damage was estimated.","A cold front moved into the tri-state area with heavy rainfall and some severe weather.  In northwest Florida, an EF1 tornado touched down in Washington county with other straight line wind damage in Jackson county.  In addition, some flooding occurred in Walton county with over 6 inches of rain measured.",37
601719,WASHINGTON CO.,JOHNSON CROSSROAD,11/02/2015,1045,Thunderstorm Wind,50.00, ,0,0,0,0,FL,CST-6,EG,100480,C,133,TAE,0,0,Emergency Manager, , , ,2,WNW,2,WNW,JOHNSON CROSSROAD,11/02/2015,1045,30.7302,-85.6855,30.7302,-85.6855,"A large tree blew down on Highway 79 between Bonifay and Vernon.","A cold front moved into the tri-state area with heavy rainfall and some severe weather.  In northwest Florida, an EF1 tornado touched down in Washington county with other straight line wind damage in Jackson county.  In addition, some flooding occurred in Walton county with over 6 inches of rain measured.",38
601724,WASHINGTON CO.,SPRING HOLLOW,11/02/2015,1054,Tornado, ,EF1,0,0,75000,0,FL,CST-6, ,100480,C,133,TAE,0,0,Emergency Manager, ,6.2,50,4,ESE,1,ESE,GILBERTS MILL,11/02/2015,1102,30.5651,-85.5547,30.6223,-85.4743,"The tornado touched down around Deltona Blvd and Peak Drive, downing a tree and a power line.  It tracked northeast to near Washington Blvd and Syfrett Road where the most significant damage occurred.  At this location, a tree was uprooted, a portion of a metal roof on a barn was torn off, a garage door was ripped off and caused a hole in the roof of a house, and a greenhouse was destroyed.  The tornado continued moving northeast, downing a tree on Highview Circle and quickly lifted thereafter.  The tornado was rated EF1 with max winds around 90 mph.  It also exhibited a tornadic debris signature on dual-pol radar.  Damage cost was estimated.","A cold front moved into the tri-state area with heavy rainfall and some severe weather.  In northwest Florida, an EF1 tornado touched down in Washington county with other straight line wind damage in Jackson county.  In addition, some flooding occurred in Walton county with over 6 inches of rain measured.",39
601721,JACKSON CO.,MARIANNA,11/02/2015,1127,Thunderstorm Wind,50.00, ,0,0,10000,0,FL,CST-6,EG,100480,C,63,TAE,0,0,Newspaper, , , ,1,NNW,1,NNW,MARIANNA,11/02/2015,1127,30.7834,-85.2333,30.7834,-85.2333,"A large tree was blown down onto an unoccupied house on Kelson Ave.  A photo was available via the Jackson County Floridan newspaper.  Damage was estimated.","A cold front moved into the tri-state area with heavy rainfall and some severe weather.  In northwest Florida, an EF1 tornado touched down in Washington county with other straight line wind damage in Jackson county.  In addition, some flooding occurred in Walton county with over 6 inches of rain measured.",40
601722,JACKSON CO.,GREENWOOD,11/02/2015,1135,Thunderstorm Wind,50.00, ,0,0,3000,0,FL,CST-6,EG,100480,C,63,TAE,0,0,Newspaper, , , ,0,N,0,N,GREENWOOD,11/02/2015,1135,30.87,-85.16,30.87,-85.16,"Downed trees caused power outages in the Greenwood area.","A cold front moved into the tri-state area with heavy rainfall and some severe weather.  In northwest Florida, an EF1 tornado touched down in Washington county with other straight line wind damage in Jackson county.  In addition, some flooding occurred in Walton county with over 6 inches of rain measured.",41
601723,JACKSON CO.,BASCOM,11/02/2015,1140,Thunderstorm Wind,50.00, ,0,0,3000,0,FL,CST-6,EG,100480,C,63,TAE,0,0,Newspaper, , , ,0,N,0,N,BASCOM,11/02/2015,1140,30.92,-85.11,30.92,-85.11,"Downed trees resulted in power outages in the Bascom area.","A cold front moved into the tri-state area with heavy rainfall and some severe weather.  In northwest Florida, an EF1 tornado touched down in Washington county with other straight line wind damage in Jackson county.  In addition, some flooding occurred in Walton county with over 6 inches of rain measured.",42
601626,HIGHLANDS CO.,AVON PARK,11/07/2015,1955,Thunderstorm Wind,40.00, ,0,0,3000,0,FL,EST-5,EG,100455,C,55,TBW,0,0,Emergency Manager, , , ,1,SSW,1,SSW,AVON PARK,11/07/2015,1955,27.5853,-81.5081,27.5853,-81.5081,"Florida Department of Emergency Management relayed a report of a secondary roof pulled off of an older mobile home that downed a power line in Avon Park, along with a trampoline flipped over.","Gusty showers developed and moved through the Florida peninsula during the afternoon and evening hours. Some of these gusts did minor damage around Avon Park.",43
