EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
285482,CLARENDON CO.,MANNING CLARENDON AR,04/16/2011,1513,Tornado, ,EF1,0,0,14000,0,SC,EST-5, ,48791,C,27,CAE,0,0,Utility Company, ,8.86,50,6,S,6,S,FORESTON,04/16/2011,1521,33.4979,-80.2256,33.5391,-80.08,"Santee Cooper Dam Operations at Lake marion reported a tornado was sighted over the lake then touched down below the dam on the Clarendon County side fo the lake uprooting trees and snapping some of the them off.","Supercell thunderstorms produced very large hail and 2 tornadoes in the east Midlands and Pee Dee region of SCs.  No injuries or deaths occurred and only trees were taken down by the tornadoes.",11
304137,BERKELEY CO.,RUSSELLVILLE,04/16/2011,1603,Tornado, ,EF1,0,0,0,0,SC,EST-5, ,50506,C,15,CHS,0,0,NWS Storm Survey, ,7.92,120,5,SW,1,ESE,ST STEPHEN,04/16/2011,1614,33.3548,-80.0368,33.3973,-79.9093,"NWS personnel confirmed a EF-1 tornado with estimated wind speeds between 105 to 110 miles per hour. A tornadic waterspout formed over northern Lake Moultrie in South Carolina at 503 PM and traveled east northeast for 2 miles before coming onshore 2.5 miles southwest of Russellville South Carolina. The tornado then traveled east northeast before dissipating 1 mile southeast of Saint Stephen, South Carolina. The tornado lifted a roof off a church, destroyed a mobile home, shifted two other mobile homes off their foundations, tore half the roof off a house, destroyed a barn, tore shingles and/or siding off of a dozen homes/mobile homes, uprooted or snapped off many hundred trees, damaged or destroyed sections of several fences and knocked down several power poles.","A cold front in combination with outflow boundaries from upstream convection, resulted in scattered strong to severe thunderstorms across southern South Carolina.",12
301068,GEORGETOWN CO.,OCEDA,04/16/2011,1641,Tornado, ,EF0,0,0,28000,0,SC,EST-5, ,50655,C,43,ILM,0,0,NWS Storm Survey, ,0.17,30,2,SW,2,SW,OCEDA,04/16/2011,1642,33.3577,-79.6514,33.3584,-79.6486,"A National Weather Service Storm Survey Team concluded an EF0 tornado briefly touched down near the Georgetown-Williamsburg County line in southwest Georgetown County, South Carolina. The maximum wind speed was estimated to 75 mph. The path length was less than one-quarter of a mile and the maximum path width was 30 yards. A dozen trees were uprooted and snapped near the intersection of Saints Delight Road and Highway 41. One home suffered minor siding and flashing damage. The tornado moved across Saints Delight Road and then lifted.","A powerful storm system that had moved across the deep south during previous days, swept across the eastern Carolinas during the afternoon and evening hours. Instability and shear values were highly supportive of super-cell thunderstorms. The result was a large outbreak of severe weather including tornadoes across eastern South Carolina.",13
301075,GEORGETOWN CO.,PUNCHEON CREEK,04/16/2011,1645,Tornado, ,EF0,0,0,40000,0,SC,EST-5, ,50655,C,43,ILM,0,0,NWS Storm Survey, ,0.63,30,3,SSW,3,SSW,PUNCHEON CREEK,04/16/2011,1647,33.3915,-79.541,33.3931,-79.5302,"A National Weather Service Storm Survey Team concluded an EF0 tornado 4 miles south-southeast of Andrews, South Carolina. The maximum wind speed was estimated to 80 mph. The path length was almost two-thirds of a mile and the maximum path width was 30 yards. A tornado touched down near two doublewide trailers on Dave McKenzie Drive. The tornado caused damage to the roof deck of one of the trailers and damaged the skirt and swing set of the other trailer. It also knocked down six trees and tossed two aluminum boats across the yard. The tornado then moved into a wooded area before crossing Gallop Lane and lifting just to the east of the roadway. A dozen trees were snapped and uprooted, some of the fallen trees blocked Gallop Lane.","A powerful storm system that had moved across the deep south during previous days, swept across the eastern Carolinas during the afternoon and evening hours. Instability and shear values were highly supportive of super-cell thunderstorms. The result was a large outbreak of severe weather including tornadoes across eastern South Carolina.",14
301088,GEORGETOWN CO.,OLIN,04/16/2011,1653,Tornado, ,EF1,0,0,100000,0,SC,EST-5, ,50655,C,43,ILM,0,0,NWS Storm Survey, ,0.45,60,1,ESE,2,E,OLIN,04/16/2011,1655,33.4164,-79.4516,33.4181,-79.4441,"A National Weather Service Storm Survey Team concluded an EF1 tornado touched down 7 miles east-southeast of Andrews, South Carolina. The maximum wind speed was estimated to 110 mph. The path length was a little less than one-half of a mile and the maximum path width was 60 yards. The tornado touched down west of Indian Hut Road and then crossed the roadway before lifting east of the roadway. There were more than 400 trees snapped on both sides of Indian Hut Road. The road was blocked by dozens of trees before it was finally cleared.","A powerful storm system that had moved across the deep south during previous days, swept across the eastern Carolinas during the afternoon and evening hours. Instability and shear values were highly supportive of super-cell thunderstorms. The result was a large outbreak of severe weather including tornadoes across eastern South Carolina.",15
301091,GEORGETOWN CO.,OATLAND,04/16/2011,1659,Tornado, ,EF1,0,0,60000,0,SC,EST-5, ,50655,C,43,ILM,0,0,NWS Storm Survey, ,0.5,60,3,SSW,2,SSW,OATLAND,04/16/2011,1701,33.4631,-79.3701,33.4678,-79.3635,"A National Weather Service Storm Survey Team concluded an EF1 tornado touched down 11 miles east of Andrews, South Carolina. The maximum wind speed was estimated to 105 mph. The path length was a half mile and the maximum path width was 60 yards. The tornado touched down west of Johnson Road and caused significant damage to over 50 large trees which were either snapped or uprooted. A roof was ripped off a small shed and another small shed was rolled over. Damage also occurred to a pickup truck. the tornado moved across Johnson Road and then lifted east of the roadway.","A powerful storm system that had moved across the deep south during previous days, swept across the eastern Carolinas during the afternoon and evening hours. Instability and shear values were highly supportive of super-cell thunderstorms. The result was a large outbreak of severe weather including tornadoes across eastern South Carolina.",16
287937,CALHOUN CO.,FT MOTTE,04/28/2011,637,Tornado, ,EF1,0,0,250000,12000,SC,EST-5, ,49151,C,17,CAE,0,0,NWS Storm Survey, ,4.68,440,1,SW,4,ENE,FT MOTTE,04/28/2011,645,33.7186,-80.7152,33.7418,-80.6386,"NWS Storm Survey confirmed a HAM radio report of a tornado touchdown southwest of Ft. Motte.  An EF1 tornado with winds of near 100mph took down numerous trees and powerlines, damaged a farm, and rolled over a large section of a field irrigation system.  Nickel size hail was also reported.","A line of thunderstorms developed ahead of a cold front and moved through the area producing some large hail and wind damage.  Most of the damage was due to trees falling, some on homes or vehicles.  Three small tornadoes also touched down in the Midlands.",17
287957,SUMTER CO.,PRIVATEER,04/28/2011,650,Tornado, ,EF1,0,0,48000,0,SC,EST-5, ,49151,C,85,CAE,0,0,NWS Storm Survey, ,10.75,220,2,NW,4,NE,BRITTON,04/28/2011,704,33.85,-80.43,33.8854,-80.2476,"NWS Storm Survey confirmed an EF1 tornado of winds near 90 mph had intermittent touch downs along its path.  Numerous trees were either blown over or snapped.  Minor damage was done to several homes.","A line of thunderstorms developed ahead of a cold front and moved through the area producing some large hail and wind damage.  Most of the damage was due to trees falling, some on homes or vehicles.  Three small tornadoes also touched down in the Midlands.",18
287946,SUMTER CO.,SHILOH,04/28/2011,718,Tornado, ,EF0,0,0,18000,0,SC,EST-5, ,49151,C,85,CAE,0,0,Emergency Manager, ,1.65,80,2,WSW,1,WSW,SHILOH,04/28/2011,720,33.9121,-80.0629,33.9271,-80.0406,"Emergency Manager reported trees down on Forge road and Pudding Swamp road in the Shiloh Community from an EF0 tornado.","A line of thunderstorms developed ahead of a cold front and moved through the area producing some large hail and wind damage.  Most of the damage was due to trees falling, some on homes or vehicles.  Three small tornadoes also touched down in the Midlands.",19
317551,YORK CO.,BETHANY,05/26/2011,2052,Tornado, ,EF0,0,0,0,0,SC,EST-5, ,53016,C,91,GSP,0,0,NWS Storm Survey, ,0.76,100,2,NE,2,WSW,BOWLING GREEN,05/26/2011,2054,35.139,-81.276,35.142,-81.263,"A short tornado track was found, embedded within downburst wind damage, in the Knox Rd area of York County. Multiple trees fell in a concentrated area, with one tree on a recreational vehicle. A home also incurred some minor damage.","Numerous showers and thunderstorms affected the western Carolinas and northeast Georgia during the afternoon and evening hours. Some of the thunderstorms were severe, producing large hail and damaging straight line wind.",20
331121,NEWBERRY CO.,BROWNS XRDS,09/05/2011,1616,Tornado, ,EF0,0,0,0,0,SC,EST-5, ,55103,C,71,CAE,0,0,NWS Storm Survey, ,0.06,50,1,WSW,1,W,BROWNS XRDS,09/05/2011,1617,34.3675,-81.5443,34.3682,-81.5438,"A NWS Survey concluded a brief EF0 tornado touched down near the intersection of Epps and Spur Roads. The track length was 100 yards and width 50 yards. Estimated winds were between 65 and 75 mph. Three trees were topped and several other smaller trees were bent over or knocked down. Law enforcement reported a persistent funnel cloud from near Newberry northeastward to the Fairfield County line.","Bands associated with Tropical Depression Lee produced scattered severe thunderstorms and at least one confirmed tornado across the Midlands.",21
354819,UNION CO.,CAREM,11/16/2011,1706,Tornado, ,EF0,0,0,1000000,0,SC,EST-5, ,59312,C,87,GSP,0,0,NWS Storm Survey, ,0.09,50,0,NNE,0,NNE,CAREM,11/16/2011,1707,34.704,-81.567,34.705,-81.566,"An area of weak tornado damage was surveyed near the intersection of Neal Shoals Rd and Fairview Church Circle. Part of the roof was blown off a barn and shingles were removed from a house. Numerous trees were uprooted or snapped in the area as well.","An environment of strong wind shear and weak to moderate instability supported the development of a mini-supercell thunderstorm over the eastern Upstate of South Carolina. The storm produced an EF2 tornado in Chester County, along with a couple of weaker tornadoes.",22
354820,CHESTER CO.,DINBER,11/16/2011,1730,Tornado, ,EF1,0,0,20000,0,SC,EST-5, ,59312,C,23,GSP,0,0,NWS Storm Survey, ,1.39,100,1,N,2,NE,DINBER,11/16/2011,1732,34.8095,-81.201,34.82,-81.18,"This tornado initially touched down in a rural area of extreme northern Chester County, near the Lowrys community, just west of Darby Rd. The open farmland in this area made it difficult to follow the track, but several trees were blown down and part of the roof was removed from a home. The tornado traveled northeast, across Darby Rd before crossing into York County.","An environment of strong wind shear and weak to moderate instability supported the development of a mini-supercell thunderstorm over the eastern Upstate of South Carolina. The storm produced an EF2 tornado in Chester County, along with a couple of weaker tornadoes.",23
354821,YORK CO.,MC CONNELLS,11/16/2011,1732,Tornado, ,EF2,3,5,1000000,0,SC,EST-5, ,59312,C,91,GSP,0,0,NWS Storm Survey, ,5.8,200,4,SSE,0,SE,OGDEN,11/16/2011,1741,34.82,-81.18,34.8655,-81.094,"The tornado that touched down near Lowrys in extreme northern Chester County moved into York County southeast of McConnells, just east of Darby Rd. The damage path was non-continuous for the first three miles of its track across York County, although open farmland made it difficult to determine if the tornado was in constant contact with the ground in this area. Damage was generally confined to scattered downed trees. Damage intensified as the tornado approached the Williamson Rd area, near its intersection with Erby Rd, where tree damage became more concentrated. The tornado became very strong and increased in size as it approached and crossed highway 324 in the Ogden Community, near its intersection with Skyline Rd and Williamson Rd. Around a dozen homes were damaged in this area, with one double-wide mobile home being rolled about 75 yards. Two occupants of this home were killed. Another man was killed when the roof of his home was blown off, causing a chimney to collapse on him. Five other people were injured in the Ogden area. A number of sheds and outbuildings were damaged or destroyed and several automobiles were also flipped. The tornado lifted east of Skyline Rd, just short of Vernsdale Rd. The tornado was the strongest to hit York County in almost 40 years, and was the county's first known killer tornado since 1926. The thunderstorm that spawned the tornado was a mini-supercell that traveled over 110 miles before dissipating shortly after the second tornado lifted.","An environment of strong wind shear and weak to moderate instability supported the development of a mini-supercell thunderstorm over the eastern Upstate of South Carolina. The storm produced an EF2 tornado in Chester County, along with a couple of weaker tornadoes.",24
348355,AIKEN CO.,ELLENTON,11/16/2011,1753,Tornado, ,EF0,0,0,20000,0,SC,EST-5, ,58093,C,3,CAE,0,0,NWS Storm Survey, ,7.39,70,2,S,7,E,ELLENTON,11/16/2011,1801,33.2065,-81.7545,33.2339,-81.6309,"NWS Storm Survey Team and SRS Emergency Management confirmed an EF0 tracked through the Savannah River Site taking down trees and overturning a few outbuildings.  Damage was mainly in the woods and along a couple of roads.","A couple of supercell thunderstorms moved through the CSRA and produced a tornado at the Savannah River Site.  Other storms took down trees and damaged mobile homes and frame built homes.",25
358537,AIKEN CO.,SEIVERN,02/24/2012,1307,Tornado, ,EF2,0,0,240000,0,SC,EST-5, ,60065,C,3,CAE,0,0,NWS Storm Survey, ,3.23,150,2,SE,4,E,SEIVERN,02/24/2012,1311,33.7063,-81.3797,33.7119,-81.3239,"NWS storm survey confirmed an EF2 tornado touched down north of Wagener near the Aiken/Lexington county line.  A two story home that was built up off the ground was destroyed and a brick home was severely damaged.  Other homes also suffered damage.  Many trees were down as well.","A squall line moved through the CSRA and Midlands producing wind damage, large hail, and two book end tornadoes.  Several homes were severely damaged and there were widespread trees and powerlines down.",26
358538,LEXINGTON CO.,FAIRVIEW XRDS,02/24/2012,1311,Tornado, ,EF1,0,0,60000,0,SC,EST-5, ,60065,C,63,CAE,0,0,NWS Storm Survey, ,5.96,80,4,SE,4,SSE,PELION,02/24/2012,1317,33.7119,-81.3239,33.7222,-81.221,"NWS storm survey found the tornado in Aiken county crossed into Lexington county and took down many trees and did minor damage to a couple of homes.","A squall line moved through the CSRA and Midlands producing wind damage, large hail, and two book end tornadoes.  Several homes were severely damaged and there were widespread trees and powerlines down.",27
358539,SUMTER CO.,PINEWOOD,02/24/2012,1351,Tornado, ,EF0,0,0,10000,0,SC,EST-5, ,60065,C,85,CAE,0,0,Emergency Manager, ,4.77,50,4,WSW,1,NNE,PINEWOOD,02/24/2012,1357,33.7026,-80.537,33.7375,-80.4653,"EM and Sheriff conducted a damage survey and found an EF0 tornado took downs some trees and tops out of trees from near Lake Marion to the southwest side of Pinewood.  There was no structural damage.","A squall line moved through the CSRA and Midlands producing wind damage, large hail, and two book end tornadoes.  Several homes were severely damaged and there were widespread trees and powerlines down.",28
364837,COLLETON CO.,ISLANDTON,02/24/2012,1709,Tornado, ,EF1,0,0,125000,0,SC,EST-5, ,61029,C,29,CHS,0,0,NWS Storm Survey, ,2,150,2,ESE,1,WNW,SNIDERS XRDS,02/24/2012,1713,32.8819,-80.8933,32.8875,-80.8681,"A National Weather Service damage survey team confirmed that an EF-1 tornado touched down near Islandton, South Carolina. The tornado initially touched down along Jamison Road and traveled east/northeast before lifting along Highway 63. The worst damage occurred along Forks Road and Jamison Road where the tornado damaged or destroyed several structures. At least 3 mobile homes sustained roof damage and at least 30-35 trees were either completely uprooted or snapped. The tornado also snapped several power poles. The most significant damage occurred around 591 Jamison Road.","A high shear environment ahead of an approaching cold front and strong upper dynamics set the stage for severe weather across Southeast GA and Southern SC during the afternoon. A few supercells and a line of thunderstorms with small bows and breaks swept through the region to the west of Interstate 95. Record high temperatures occurred preceding the front which allowed for enough instability to develop in the mid to late afternoon hours.",29
359288,RICHLAND CO.,DENNY TERRACE,03/03/2012,535,Tornado, ,EF0,0,0,30000,0,SC,EST-5, ,60190,C,79,CAE,0,0,NWS Storm Survey, ,2.54,80,0,WNW,1,N,EAU CLAIRE,03/03/2012,538,34.072,-81.076,34.0709,-81.0317,"An EF0 tornado touched down just west of Monticello road on the back end of Columbia International University then crossed the intersection of Houston Street and Bishopville Ave. Theo tornado continued with intermittent touchdown east to Patton Lane.  Many trees and large branches were down, some which fell on a mobile home doing minor damage.","A squll line pushed through the Midlands, CSRA, and Pee Dee region taking down trees and powerlines.  An EF0 also occurred in Northern Richland county.",30
370697,ORANGEBURG CO.,BOLEN,05/14/2012,1650,Tornado, ,EF0,0,0,10000,0,SC,EST-5, ,61985,C,75,CAE,0,0,NWS Storm Survey, ,3.2,60,3,WNW,1,E,BOLEN,05/14/2012,1656,33.4826,-81.0645,33.4713,-81.0106,"NWS storm survey and interviews with public found an EF0 intermittently touched down between Albee road and Jamison Farm road topping trees and taking several down.  No structural damage occurred.","Scattered thunderstorms produced large hail and wind damage in the Midlands and Pee Dee regions.  Damage was limited mainly to trees.",31
373906,ORANGEBURG CO.,HOLLY HILL ARPT,05/29/2012,2103,Tornado, ,EF1,0,0,20000,2000,SC,EST-5, ,62496,C,75,CAE,0,0,NWS Storm Survey, ,1.52,60,1,ESE,1,NNE,HOLLY HILL ARPT,05/29/2012,2105,33.31,-80.36,33.329,-80.3733,"NWS storm survey found a weak EF1 tornado touched down just southeast of Holly Hill taking out tops of trees, uprooting trees, and causing minor damage to a home.  The tornado continued through a corn field leaving flattened swirls of corn in its wake.","Remnants of Tropical Storm Beryl produced an EF1 tornado in the Holly Hill area taking down trees, corn crops, and doing minor damage to a home.",32
375768,NEWBERRY CO.,NEWBERRY ARPT,06/10/2012,2048,Tornado, ,EF0,0,0,6000,0,SC,EST-5, ,62821,C,71,CAE,0,0,Law Enforcement, ,1.5,50,0,N,1,NE,NEWBERRY ARPT,06/10/2012,2050,34.32,-81.63,34.3347,-81.6123,"Sheriff conducted a damage survey of the trees down from just east of the airport to I-26.","Isolated severe storms produced locally heavy rain with amounts up to 5 inches and a weak tornado.",33
375770,CALHOUN CO.,CAMERON,06/11/2012,1242,Tornado, ,EF0,0,0,16000,0,SC,EST-5, ,62822,C,17,CAE,0,0,Utility Company, ,1.24,50,2,ESE,3,ESE,CAMERON,06/11/2012,1244,33.5322,-80.6847,33.5335,-80.6633,"SCEG reported several trees and powerlines down from a weak tornado near Cameron.","A couple of supercells producing weak tornadoes developed ahead of an approaching squall line. The squall line also produced heavy rain.",34
393363,JASPER CO.,SWITZERLAND,06/11/2012,1621,Tornado, ,EF1,0,0,400000,0,SC,EST-5, ,65591,C,53,CHS,0,0,NWS Storm Survey, ,4.11,525,4,SSE,5,S,OLD HOUSE,06/11/2012,1629,32.381,-80.9795,32.3845,-80.9092,"A National Weather Service damage survey team evaluated damage that occurred with a severe thunderstorm that moved through portions of central Jasper County Monday afternoon.  The team found considerable damage to trees south of Ridgeland with a damage pattern consistent with a tornado.||The tornado touched down just west of Jasper Road between the communities of Okatie and Switzerland and moved rapidly east-northeast before lifting near the intersection of South Carolina Highway 462 and Snake road. The worst damage occurred between Jasper Road and Riley Field Road where the team estimated between 300 and 500 medium to large-size trees were either snapped or uprooted.  Some debarking of trees was also noted.  This degree of|tree damage was consistent with an ef-1 tornado on the enhanced Fujita scale with winds estimated to be between 85 and 95 mph.","Scattered to numerous thunderstorms developed within a warm and unstable atmosphere along an early afternoon seabreeze and various meso-scale outflow boundaries.",35
403499,CHARLESTON CO.,ROCKVILLE,08/01/2012,1917,Tornado, ,EF0,0,0,0,0,SC,EST-5, ,67307,C,19,CHS,0,0,Broadcast Media, ,0.03,50,5,E,5,E,ROCKVILLE,08/01/2012,1918,32.61,-80.12,32.6102,-80.1196,"A funnel cloud first appeared over Kiawah Island then moved into the waterway east of the bridge on Kiawah Island Parkway. Based on photographs and video taken, it appears that the funnel briefly touched down near the Intracoastal Waterway before dissipating. There were no reports of damage associated with this tornado.","With a very weak pressure pattern in place across much of the Southeastern portion of the country, the environment was conducive to the development of waterspouts.",36
